Date_Param,Semua Provinsi,Aceh,Sumatera Utara,Sumatera Barat,Riau,Jambi,Bengkulu,Sumatera Selatan,Kepulauan Bangka Belitung,Lampung,Banten,Jawa Barat,Jawa Tengah,DI Yogyakarta,Jawa Timur,Bali,Nusa Tenggara Barat,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Gorontalo,Sulawesi Selatan,Sulawesi Tenggara,Sulawesi Tengah,Sulawesi Utara,Sulawesi Barat,Maluku,Maluku Utara,Papua,Papua Barat
2026-04-02,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-03,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-04,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-05,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-06,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-07,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-08,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-09,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-10,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-11,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-12,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-13,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-14,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-15,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-16,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-17,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-18,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-19,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-20,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12550.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-21,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12450.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7500.0,13950.0,17050.0,14500.0,14600.0,13250.0,12900.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-22,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12450.0,14500.0,14250.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7250.0,13950.0,17050.0,14500.0,14600.0,13250.0,12950.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-23,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12450.0,14500.0,14200.0,12300.0,12450.0,14000.0,14200.0,12800.0,12600.0,7250.0,13950.0,17050.0,14500.0,14600.0,13250.0,12950.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-24,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12450.0,14500.0,14200.0,13150.0,12400.0,13950.0,14200.0,12800.0,12550.0,7250.0,13950.0,17050.0,14650.0,14600.0,13250.0,12950.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-25,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12450.0,14500.0,14200.0,13150.0,12400.0,13950.0,14200.0,12800.0,12550.0,7250.0,13950.0,17050.0,14650.0,14600.0,13250.0,12950.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-26,13450.0,14600.0,13800.0,16400.0,7550.0,11500.0,14100.0,12450.0,14500.0,14200.0,13150.0,12400.0,13950.0,14200.0,12800.0,12550.0,7250.0,13950.0,17050.0,14650.0,14600.0,13250.0,12950.0,14200.0,14150.0,12800.0,13150.0,13150.0,12000.0,16500.0,15000.0,14750.0
2026-04-27,13700.0,14750.0,14200.0,16500.0,7650.0,11500.0,14100.0,12450.0,14750.0,14200.0,13150.0,13100.0,13950.0,14000.0,12850.0,12550.0,7250.0,14250.0,17900.0,14650.0,14750.0,13250.0,12950.0,14200.0,14850.0,12900.0,13100.0,13150.0,12000.0,16500.0,15000.0,14500.0
2026-04-28,13700.0,14750.0,14200.0,16500.0,7650.0,11500.0,14100.0,12450.0,14750.0,14200.0,13150.0,13100.0,13950.0,14000.0,12850.0,12550.0,7250.0,14250.0,17900.0,14650.0,14750.0,13250.0,12950.0,14200.0,14850.0,12900.0,13100.0,13150.0,12000.0,16500.0,15000.0,14500.0
2026-04-29,13700.0,14750.0,14200.0,16500.0,7650.0,11500.0,14100.0,12450.0,14750.0,14200.0,13150.0,13100.0,13950.0,14000.0,12850.0,12550.0,7250.0,14250.0,17900.0,14650.0,14750.0,13250.0,12950.0,14200.0,14850.0,12900.0,13100.0,13150.0,12000.0,16500.0,15000.0,14500.0
2026-04-30,13700.0,14750.0,14200.0,16500.0,7650.0,11500.0,14100.0,12450.0,14750.0,14200.0,13150.0,13100.0,13950.0,14000.0,12850.0,12550.0,7250.0,14250.0,17900.0,14650.0,14750.0,13250.0,12950.0,14200.0,14850.0,12900.0,13100.0,13150.0,12000.0,16500.0,15000.0,14500.0
